id;sample;title;author;year;coef;significance;coded;tot_attributes;tasks;n_levels_biggests_attribute;n_sample
11;1;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.18;1;FIGURE 1;8;1;5;869
11;1;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.32;0;FIGURE 1;8;1;5;869
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.05;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.18;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.19;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.185;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.06;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.06;0;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.19;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.37;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.12;1;FIGURE 1;8;1;5;202
11;2;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.21;1;FIGURE 1;8;1;5;202
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.01;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.06;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.05;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.055;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.05;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.1;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.21;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.21;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.4;1;FIGURE 2;8;1;5;1386
11;3;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.001;0;FIGURE 2;8;1;5;1386
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.035;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.05;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.04;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.055;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.043;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.008;0;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.065;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.2;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.2;1;FIGURE 2;8;1;5;621
11;4;Who wants to hire a more diverse faculty? A conjoint analysis of faculty and student preferences for gender and racial/ethnic diversity;Carey et al.;2018;0.4;1;FIGURE 2;8;1;5;621
12;1;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.02;0;APPENDIX, TABLE A1;4;1;2;7558
12;1;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.02;0;APPENDIX, TABLE A1;4;1;2;7558
12;1;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.02;0;APPENDIX, TABLE A1;4;1;2;7558
12;1;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.00;0;APPENDIX, TABLE A1;4;1;2;7558
12;2;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.05;0;APPENDIX, TABLE A1;4;1;2;1356
12;2;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.00;0;APPENDIX, TABLE A1;4;1;2;1356
12;2;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.01;0;APPENDIX, TABLE A1;4;1;2;1356
12;2;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.02;0;APPENDIX, TABLE A1;4;1;2;1356
12;2;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.06;0;APPENDIX, TABLE A1;4;1;2;1356
12;3;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.01;0;APPENDIX, TABLE A1;4;1;2;2000
12;3;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.01;0;APPENDIX, TABLE A1;4;1;2;2000
12;3;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.03;0;APPENDIX, TABLE A1;4;1;2;2000
12;3;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.10;1;APPENDIX, TABLE A1;4;1;2;2000
12;3;Do Voters Dislike Working-Class Candidates? Voter Biases and the Descriptive Underrepresentation of the Working Class;Carnes & Lupu;2016;0.09;1;APPENDIX, TABLE A1;4;1;2;2000
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.1;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.08;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.36;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.13;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;0;0;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.01;0;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.01;0;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;0;0;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.17;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.26;1;FIGURE 1;8;1;8;1020
13;1;Getting Rich Too Fast? Voters Reactions to Politicians Wealth Accumulation;Chauchard, Klašnja, & Harish;2019;-0.13;1;FIGURE 1;8;1;8;1020
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.115;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.15000000000000002;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.04;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;-0.08;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.085;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.055;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;-0.04;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.045;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;-0.02;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.01;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.17500000000000002;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.015;0;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.10500000000000001;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;0.16;1;FIGURE 1;6;5;9;2010
14;1;Reciprocity and Public Opposition to Foreign Direct Investment;Chilton, Milner, & Tingley;2017;-0.015;0;FIGURE 1;6;5;9;2010
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.005;0;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;-0.015;0;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.095;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.05;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.115;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.095;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;-0.005;0;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;-0.05;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.034999999999999996;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0;0;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.14;1;FIGURE 1;7;5;6;1050
15;1;How citizens evaluate participatory processes: a conjoint analysis;Christensen;2020;0.11;1;FIGURE 1;7;5;6;1050
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.10500000000000001;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.1;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.1;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.09;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.05;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.065;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.07500000000000001;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.10500000000000001;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.10500000000000001;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.025;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.09;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.055;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.04;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.06;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.03;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.01;0;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.085;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0;0;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.025;0;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.015;0;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.07;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.085;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.05;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.095;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.115;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.04;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.045;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.06;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.12000000000000001;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.015;0;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.165;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.025;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.095;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.15500000000000003;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;-0.18;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.045;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.05;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.065;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.115;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.085;1;FIGURE 1;9;10;11;1500
16;1;Exposure to Immigration and Admission Preferences: Evidence from France;Clayton, Ferwerda, & Horiuchi;2019;0.1;1;FIGURE 1;9;10;11;1500
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.02;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.05;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.03;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.07500000000000001;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.034999999999999996;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.005;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.025;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.025;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.085;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.01;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.02;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.02;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.10500000000000001;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.07;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.015;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.005;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.02;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.025;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.034999999999999996;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;0.04;0;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.04;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.095;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
17;1;Confident and cautious candidates: Explaining under-representation of women in Danish municipal politics;Dahl & Nyrup;2020;-0.135;1;FIGURE 3, ESTIMATES OF 'ALL CANDIDATES';7;5;7;2123
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.015;0;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;-0.085;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;-0.1;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.225;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.26;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.28500000000000003;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.355;1;FIGURE 1;11;10;14;853
18;1;Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment;Doherty, Dowling, & Miller;2019;0.225;1;FIGURE 1;11;10;14;853
19;1;Corruption, Accountability, and Gender: Do Female Politicians Face Higher Standards in Public Life?;Eggers, Vivyan, & Wagner;2018;-0.225;1;FIGURE 1;5;5;5;1962
19;1;Corruption, Accountability, and Gender: Do Female Politicians Face Higher Standards in Public Life?;Eggers, Vivyan, & Wagner;2018;0.014;0;FIGURE 1;5;5;5;1962
19;1;Corruption, Accountability, and Gender: Do Female Politicians Face Higher Standards in Public Life?;Eggers, Vivyan, & Wagner;2018;0.008;0;FIGURE 1;5;5;5;1962
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.1;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.04;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.045;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;-0.02;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;-0.005;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.04;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.04;1;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.034999999999999996;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;0.005;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;-0.02;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;-0.03;0;FIGURE 1;5;2;5;1508
20;1;Multi-dimensional preferences for labour market reforms: a conjoint experiment;Gallego & Marx;2017;-0.025;0;FIGURE 1;5;2;5;1508
